Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2020.0,10.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,12.0,22.0
2020.0,11.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,21.0,40.0
2020.0,12.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,30.0,54.0
2021.0,1.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,41.0,74.0
2021.0,2.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,20.0,34.0
2021.0,3.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,10.0,17.0
2021.0,7.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,14.0,20.0
2021.0,8.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,26.0,40.0
2021.0,9.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,18.0,34.0
2021.0,10.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,11.0,23.0
2021.0,11.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,15.0,29.0
2021.0,12.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,25.0,50.0
2020.0,1.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,140.0,208.0
2020.0,5.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,143.0,212.0
2020.0,6.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,61.0,96.0
2020.0,7.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,107.0,162.0
2020.0,8.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,170.0,252.0
2020.0,9.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,242.0,374.0
2020.0,10.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,406.0,609.0
2020.0,11.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,754.0,1139.0
2020.0,12.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,833.0,1243.0
2021.0,1.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,717.0,1058.0
2021.0,2.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,284.0,447.0
2021.0,3.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,151.0,236.0
2021.0,4.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,92.0,138.0
2021.0,5.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,86.0,149.0
2021.0,6.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,121.0,182.0
2021.0,7.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,293.0,445.0
2021.0,8.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,534.0,782.0
2021.0,9.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,386.0,593.0
2021.0,10.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,248.0,345.0
2021.0,11.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,219.0,342.0
2021.0,12.0,By Month,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,448.0,681.0
2020.0,1.0,By Month,Missouri,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,COVID-19,COVID-19,All Ages,32.0,32.0
2020.0,4.0,By Month,Missouri,COVID-19,COVID-19,All Ages,460.0,460.0
2020.0,5.0,By Month,Missouri,COVID-19,COVID-19,All Ages,405.0,405.0
2020.0,6.0,By Month,Missouri,COVID-19,COVID-19,All Ages,196.0,196.0
2020.0,7.0,By Month,Missouri,COVID-19,COVID-19,All Ages,272.0,272.0
2020.0,8.0,By Month,Missouri,COVID-19,COVID-19,All Ages,487.0,487.0
2020.0,9.0,By Month,Missouri,COVID-19,COVID-19,All Ages,679.0,679.0
2020.0,10.0,By Month,Missouri,COVID-19,COVID-19,All Ages,1123.0,1123.0
2020.0,11.0,By Month,Missouri,COVID-19,COVID-19,All Ages,2071.0,2071.0
2020.0,12.0,By Month,Missouri,COVID-19,COVID-19,All Ages,2334.0,2334.0
2021.0,1.0,By Month,Missouri,COVID-19,COVID-19,All Ages,1741.0,1741.0
2021.0,2.0,By Month,Missouri,COVID-19,COVID-19,All Ages,639.0,639.0
2021.0,3.0,By Month,Missouri,COVID-19,COVID-19,All Ages,325.0,325.0
2021.0,4.0,By Month,Missouri,COVID-19,COVID-19,All Ages,219.0,219.0
2021.0,5.0,By Month,Missouri,COVID-19,COVID-19,All Ages,205.0,205.0
2021.0,6.0,By Month,Missouri,COVID-19,COVID-19,All Ages,283.0,283.0
2021.0,7.0,By Month,Missouri,COVID-19,COVID-19,All Ages,743.0,743.0
2021.0,8.0,By Month,Missouri,COVID-19,COVID-19,All Ages,1417.0,1417.0
2021.0,9.0,By Month,Missouri,COVID-19,COVID-19,All Ages,1054.0,1054.0
2021.0,10.0,By Month,Missouri,COVID-19,COVID-19,All Ages,661.0,661.0
2021.0,11.0,By Month,Missouri,COVID-19,COVID-19,All Ages,540.0,540.0
2021.0,12.0,By Month,Missouri,COVID-19,COVID-19,All Ages,1118.0,1118.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,5.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,8.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,21.0,22.0
2020.0,9.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,38.0,40.0
2020.0,10.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,129.0,135.0
2020.0,11.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,180.0,188.0
2020.0,12.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,160.0,172.0
2021.0,1.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,74.0,80.0
2021.0,2.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,33.0,33.0
2021.0,3.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,19.0,19.0
2021.0,4.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,12.0,13.0
2021.0,5.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,23.0,27.0
2021.0,6.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,20.0,21.0
2021.0,7.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,27.0,28.0
2021.0,8.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,89.0,92.0
2021.0,9.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,148.0,158.0
2021.0,10.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,248.0,267.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,180.0,192.0
2021.0,12.0,By Month,Montana,Respiratory diseases,Influenza and pneumonia,All Ages,76.0,84.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,4.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,8.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,11.0,11.0
2020.0,9.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,12.0,12.0
2020.0,10.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,55.0,58.0
2020.0,11.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,75.0,79.0
2020.0,12.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,62.0,64.0
2021.0,1.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,33.0,35.0
2021.0,2.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,18.0,19.0
2021.0,8.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,14.0,15.0
2021.0,9.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,28.0,30.0
2021.0,10.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,59.0,62.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,49.0,49.0
2021.0,12.0,By Month,Montana,Respiratory diseases,Chronic lower respiratory diseases,All Ages,20.0,21.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,3.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,6.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,10.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,22.0,22.0
2020.0,11.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,21.0,21.0
2020.0,12.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,16.0,16.0
2021.0,1.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,14.0,14.0
2021.0,8.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,12.0,12.0
2021.0,9.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,23.0,23.0
2021.0,10.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,49.0,49.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,44.0,44.0
2021.0,12.0,By Month,Montana,Respiratory diseases,Adult respiratory distress syndrome,All Ages,22.0,22.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,5.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,7.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,27.0,27.0
2020.0,8.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,30.0,33.0
2020.0,9.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,50.0,52.0
2020.0,10.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,142.0,147.0
2020.0,11.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,191.0,199.0
2020.0,12.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,168.0,177.0
2021.0,1.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,77.0,83.0
2021.0,2.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,40.0,43.0
2021.0,3.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,27.0,30.0
2021.0,4.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,11.0,12.0
2021.0,5.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,19.0,22.0
2021.0,6.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,16.0,19.0
2021.0,7.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,31.0,35.0
2021.0,8.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,66.0,70.0
2021.0,9.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,170.0,176.0
2021.0,10.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,246.0,253.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,178.0,182.0
2021.0,12.0,By Month,Montana,Respiratory diseases,Respiratory failure,All Ages,81.0,83.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,3.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,4.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,5.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,6.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,8.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Respiratory arrest,All Ages,11.0,11.0
2020.0,1.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,4.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,6.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,10.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,16.0,18.0
2020.0,11.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,20.0,21.0
2020.0,12.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,22.0,24.0
2021.0,1.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,15.0,18.0
2021.0,8.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,15.0,17.0
2021.0,9.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,22.0,23.0
2021.0,10.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,33.0,36.0
2021.0,11.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,31.0,35.0
2021.0,12.0,By Month,Montana,Respiratory diseases,Other diseases of the respiratory system,All Ages,11.0,14.0
2020.0,1.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,5.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,7.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,10.0,10.0
2020.0,8.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,16.0,16.0
2020.0,9.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,23.0,23.0
2020.0,10.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,57.0,57.0
2020.0,11.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,90.0,92.0
2020.0,12.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,75.0,75.0
2021.0,1.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,31.0,31.0
2021.0,2.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,14.0,14.0
2021.0,3.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,10.0,10.0
2021.0,5.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,11.0,11.0
2021.0,7.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,10.0,10.0
2021.0,8.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,16.0,16.0
2021.0,9.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,48.0,48.0
2021.0,10.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,71.0,71.0
2021.0,11.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,48.0,48.0
2021.0,12.0,By Month,Montana,Circulatory diseases,Hypertensive diseases,All Ages,17.0,17.0
2020.0,1.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,7.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,11.0,11.0
2020.0,8.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,12.0,12.0
2020.0,9.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,13.0,15.0
2020.0,10.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,48.0,53.0
2020.0,11.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,66.0,72.0
2020.0,12.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,51.0,55.0
2021.0,1.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,17.0,18.0
2021.0,8.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,15.0,16.0
2021.0,9.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,34.0,36.0
2021.0,10.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,68.0,78.0
2021.0,11.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,35.0,39.0
2021.0,12.0,By Month,Montana,Circulatory diseases,Ischemic heart disease,All Ages,12.0,15.0
2020.0,1.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,5.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,10.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,17.0,17.0
2020.0,11.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,18.0,18.0
2020.0,12.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,16.0,16.0
2021.0,8.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,15.0,15.0
2021.0,9.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,18.0,18.0
2021.0,10.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,23.0,23.0
2021.0,11.0,By Month,Montana,Circulatory diseases,Cardiac arrest,All Ages,12.0,12.0
2020.0,1.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,2.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,3.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,6.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,10.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,17.0,18.0
2020.0,11.0,By Month,Montana,Circulatory diseases,Cardiac arrhythmia,All Ages,43.0,46.0
